Student_ID,First_Name,Last_Name,Email,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Gender_Female,Gender_Male,Department_Business,Department_CS,Department_Engineering,Department_Mathematics,Average_Score,Study_Efficiency,Stress_Sleep_Ratio
S1024,Maria,Williams,student24@university.com,20,86.5,50.12,95.86,58.15,65.25,53.5,96.84,78.4575,2,15.9,0,1,1,0,9,7.8,True,False,True,False,False,False,69.95333333333333,4.93443396226415,1.153846153846154
S1026,Emma,Johnson,student26@university.com,18,53.94,43.04,90.43,77.95,91.05,58.4,94.23,81.05000000000001,3,18.1,0,0,3,2,6,8.3,False,True,True,False,False,False,75.85000000000001,4.477900552486188,0.7228915662650601
S1027,Sara,Johnson,student27@university.com,18,63.85,73.21,51.01,65.02,62.87,97.1,89.32,71.42499999999998,2,15.3,0,1,0,2,10,7.3,False,True,False,False,True,False,73.08833333333334,4.66830065359477,1.36986301369863
S1028,Liam,Davis,student28@university.com,21,62.44,57.7,94.1,99.87,64.16,81.8,64.65,77.0615,2,20.6,1,0,2,0,7,4.9,True,False,False,False,True,False,77.04666666666668,3.740849514563106,1.4285714285714284
S1029,Maria,Jones,student29@university.com,23,61.73,48.02,70.38,70.3,99.95,16.9,54.18,62.43699999999999,1,24.2,1,1,3,0,3,4.4,True,False,False,False,False,True,59.95499999999999,2.5800413223140493,0.6818181818181818
S1030,Ahmed,Brown,student30@university.com,22,59.64,86.31,44.03,60.61,66.37,80.3,74.39,66.0145,1,24.2,1,1,1,1,2,5.6,True,False,True,False,False,False,68.66833333333334,2.7278719008264463,0.3571428571428571
S1031,Ali,Johnson,student31@university.com,22,78.74,53.05,48.48,81.44,71.14,84.1,52.74,59.4345,0,23.1,1,0,2,0,2,8.1,False,True,False,False,True,False,65.15833333333335,2.572922077922078,0.2469135802469136
S1032,Maria,Smith,student32@university.com,21,66.41,53.42,58.54,62.21,99.5,69.1,99.92,75.3605,2,7.5,1,0,2,1,3,4.1,True,False,True,False,False,False,73.78166666666667,10.048066666666667,0.7317073170731708
S1033,Sara,Williams,student33@university.com,19,91.02,56.5,42.61,74.7,68.47,65.7,67.92,60.840500000000006,1,15.4,0,0,1,1,7,4.8,False,True,False,False,True,False,62.650000000000006,3.950681818181818,1.4583333333333337
S1034,Emma,Davis,student34@university.com,21,59.2,75.21,58.56,74.13,68.31,44.1,97.92,75.453,2,25.4,0,1,2,1,8,4.5,True,False,False,True,False,False,69.705,2.9705905511811026,1.7777777777777777
S1035,Ahmed,Smith,student35@university.com,23,73.23,79.58,43.6,72.68,91.39,64.2,88.66,72.686,2,21.4,0,0,1,0,4,4.2,True,False,False,True,False,False,73.35166666666667,3.396542056074767,0.9523809523809524
S1036,Maria,Davis,student36@university.com,18,50.68,41.06,54.16,89.8,65.6,73.8,70.56,64.58699999999999,1,22.0,1,1,2,2,3,8.1,True,False,False,False,False,True,65.83,2.935772727272727,0.3703703703703704
S1037,Ali,Williams,student37@university.com,21,74.08,54.51,55.94,60.83,61.69,12.3,55.92,54.846,0,10.7,1,1,0,0,7,5.4,False,True,False,False,False,True,50.19833333333333,5.125794392523365,1.2962962962962965
S1038,Ali,Williams,student38@university.com,18,52.79,65.86,99.66,95.22,71.16,25.7,61.86,76.036,2,13.1,1,0,2,2,3,7.6,False,True,True,False,False,False,69.91,5.804274809160305,0.3947368421052631
S1039,John,Johnson,student39@university.com,23,98.89,59.92,54.13,89.57,85.03,19.4,83.65,70.524,2,28.9,0,0,3,0,8,4.7,True,False,False,False,False,True,65.28333333333332,2.4402768166089968,1.702127659574468
S1040,John,Johnson,student40@university.com,24,89.53,93.05,54.35,66.66,52.16,84.1,91.5,74.41499999999999,2,26.2,1,0,2,1,4,6.0,False,True,True,False,False,False,73.63666666666667,2.840267175572519,0.6666666666666666
S1041,Omar,Smith,student41@university.com,23,74.51,87.26,81.21,59.03,68.7,68.0,98.97,82.207,3,9.1,1,1,0,2,8,4.6,False,True,False,True,False,False,77.195,9.033736263736264,1.7391304347826089
S1042,Sara,Davis,student42@university.com,20,54.33,77.55,91.56,63.98,67.31,45.1,56.61,70.08850000000001,2,18.6,0,0,0,0,2,4.0,False,True,False,True,False,False,67.01833333333333,3.768198924731183,0.5
S1043,Liam,Williams,student43@university.com,18,79.62,60.28,63.22,66.63,62.24,82.6,57.8,62.5355,1,17.3,1,1,2,0,8,7.1,False,True,False,False,True,False,65.46166666666667,3.614768786127168,1.1267605633802815
S1044,Maria,Smith,student44@university.com,22,87.94,82.04,92.54,77.85,82.71,71.7,52.12,74.6105,2,16.1,0,1,1,2,8,6.4,False,True,True,False,False,False,76.49333333333333,4.634192546583851,1.25
S1045,Maria,Brown,student45@university.com,21,59.54,90.62,60.41,52.32,64.5,91.4,63.02,66.46950000000001,1,16.8,1,1,2,1,10,6.1,False,True,False,True,False,False,70.37833333333333,3.9565178571428574,1.639344262295082
S1046,Liam,Smith,student46@university.com,24,78.41,75.69,51.82,95.72,80.34,7.7,91.05,74.4005,2,21.1,1,0,1,1,3,4.4,False,True,False,True,False,False,67.05333333333333,3.5260900473933643,0.6818181818181818
S1047,Omar,Jones,student47@university.com,23,90.71,87.07,59.78,54.93,75.22,50.9,59.91,64.285,1,29.2,0,0,0,2,2,6.9,True,False,True,False,False,False,64.63499999999999,2.201541095890411,0.2898550724637681
S1048,Emma,Smith,student48@university.com,18,88.41,84.95,76.56,63.96,60.86,70.7,77.39,74.3145,2,26.9,0,0,2,0,7,7.9,False,True,False,False,True,False,72.40333333333332,2.762620817843866,0.8860759493670886
S1049,Emma,Jones,student49@university.com,24,90.15,74.3,62.03,55.46,63.33,20.7,72.32,64.03549999999998,1,26.9,0,1,1,1,9,4.3,False,True,False,False,True,False,58.02333333333333,2.380501858736059,2.0930232558139537
S1050,Omar,Jones,student50@university.com,19,93.97,58.73,80.37,62.83,58.53,32.7,66.29,65.70150000000001,1,22.6,1,1,1,0,10,6.1,True,False,False,False,True,False,59.90833333333334,2.9071460176991155,1.639344262295082
S1052,John,Brown,student52@university.com,19,70.28,52.41,82.06,80.76,80.96,79.4,75.12,75.0925,2,16.0,1,0,3,0,5,8.5,True,False,False,True,False,False,75.11833333333334,4.69328125,0.5882352941176471
S1053,Maria,Smith,student53@university.com,23,78.44,86.77,60.85,61.37,83.64,49.400000000000006,66.74,68.2895,1,17.8,0,0,3,1,3,5.3,True,False,True,False,False,False,68.12833333333333,3.836488764044944,0.5660377358490566
S1054,Omar,Smith,student54@university.com,19,89.53,88.27,67.35,93.59,58.3,49.3,84.44,77.74349999999998,2,26.1,1,1,3,0,9,8.7,False,True,True,False,False,False,73.54166666666667,2.9786781609195394,1.0344827586206895
S1055,Maria,Brown,student55@university.com,19,84.86,89.33,73.46,90.04,80.77,43.1,64.0,74.7025,2,28.1,0,1,1,0,8,8.1,True,False,False,True,False,False,73.45,2.658451957295373,0.9876543209876544
S1056,Liam,Williams,student56@university.com,20,99.78,68.37,81.17,87.68,99.1,22.9,82.16,79.403,2,16.3,0,1,1,1,9,4.5,True,False,False,True,False,False,73.56333333333333,4.871349693251534,2.0
S1057,Ali,Johnson,student57@university.com,20,50.68,51.55,54.32,92.38,53.72,92.3,97.86,74.5145,2,12.5,1,1,2,1,9,6.4,False,True,False,True,False,False,73.68833333333333,5.96116,1.40625
S1058,John,Smith,student58@university.com,20,67.76,45.98,90.16,80.98,74.52,31.8,86.45,76.56099999999999,2,13.4,0,1,3,0,10,7.2,False,True,False,False,False,True,68.315,5.713507462686566,1.3888888888888888
S1059,Ahmed,Johnson,student59@university.com,24,64.05,84.6,83.31,75.07,86.65,56.7,70.92,77.554,2,19.5,0,1,3,2,3,7.0,False,True,True,False,False,False,76.20833333333333,3.977128205128205,0.4285714285714285
S1060,John,Davis,student60@university.com,20,63.12,93.18,54.05,68.7,52.3,14.9,87.38,69.98349999999999,1,11.9,1,0,1,0,7,7.4,True,False,True,False,False,False,61.751666666666665,5.880966386554621,0.945945945945946
S1061,Omar,Davis,student61@university.com,19,61.13,79.05,98.5,61.19,88.91,43.4,90.46,83.86,3,27.8,1,1,1,2,5,6.1,False,True,True,False,False,False,76.91833333333332,3.016546762589928,0.819672131147541
S1062,Ahmed,Brown,student62@university.com,22,85.46,48.65,79.89,77.87,98.98,90.4,66.29,73.25550000000001,2,15.5,1,0,1,1,6,8.5,True,False,False,False,True,False,77.01333333333334,4.726161290322581,0.7058823529411765
S1063,Ali,Davis,student63@university.com,22,54.24,96.09,67.15,94.47,54.42,99.5,85.26,81.3665,3,29.8,1,1,0,2,8,5.4,False,True,False,True,False,False,82.81500000000001,2.7304194630872485,1.4814814814814814
S1064,Omar,Davis,student64@university.com,20,87.08,99.35,49.45,79.7,91.11,36.2,71.72,71.65700000000001,2,7.7,0,1,2,0,10,4.5,False,True,False,True,False,False,71.255,9.306103896103895,2.2222222222222223
S1065,Sara,Williams,student65@university.com,24,84.67,66.0,71.99,95.98,68.93,15.4,90.93,77.2365,2,9.7,0,0,2,1,8,8.9,True,False,False,True,False,False,68.205,7.962525773195877,0.898876404494382
S1066,Maria,Williams,student66@university.com,21,62.54,75.69,49.89,67.85,57.21,31.4,64.77,60.7255,1,17.8,1,0,3,1,7,7.3,False,True,False,False,False,True,57.80166666666667,3.4115449438202243,0.9589041095890412
S1067,Ali,Williams,student67@university.com,18,62.64,86.63,65.77,84.76,74.66,32.7,96.89,80.31899999999999,3,26.7,1,0,1,2,1,7.3,False,True,True,False,False,False,73.56833333333331,3.008202247191011,0.136986301369863
S1068,Maria,Davis,student68@university.com,23,81.44,84.18,64.52,82.43,53.58,64.5,78.74,73.3265,2,13.8,1,0,2,1,1,8.1,False,True,False,True,False,False,71.325,5.313514492753622,0.1234567901234568
S1069,Emma,Brown,student69@university.com,24,88.11,98.07,83.2,83.52,76.11,49.6,67.67,78.43050000000001,2,25.9,0,1,1,2,6,6.1,False,True,False,False,False,True,76.36166666666666,3.0282046332046337,0.9836065573770492
S1070,Sara,Jones,student70@university.com,21,93.82,46.89,51.54,82.25,50.97,76.8,70.97,62.484,1,15.6,0,1,1,0,9,5.9,False,True,False,True,False,False,63.23666666666666,4.005384615384616,1.5254237288135593
S1071,Sara,Jones,student71@university.com,23,92.61,74.84,89.31,61.08,86.43,70.1,67.39,75.0805,2,26.3,1,1,3,1,8,8.7,True,False,False,False,True,False,74.85833333333333,2.8547718631178705,0.9195402298850576
S1072,Ali,Johnson,student72@university.com,21,98.24,81.52,59.57,57.18,74.4,25.1,57.31,61.58550000000001,1,11.9,0,1,3,0,1,5.9,True,False,True,False,False,False,59.18000000000001,5.1752521008403365,0.1694915254237288
S1073,Sara,Jones,student73@university.com,21,79.07,93.41,66.64,98.93,72.95,78.4,53.42,72.75200000000001,2,16.8,1,0,2,2,8,4.4,False,True,False,False,False,True,77.29166666666667,4.330476190476191,1.818181818181818
S1074,Ahmed,Jones,student74@university.com,22,95.43,92.45,86.34,52.26,59.81,84.7,66.09,73.3345,2,12.0,0,1,2,2,5,5.5,True,False,False,True,False,False,73.60833333333333,6.111208333333334,0.9090909090909092
S1075,Sara,Williams,student75@university.com,18,90.43,98.68,77.52,73.39,68.06,59.8,72.93,76.8655,2,10.4,0,0,0,0,2,8.4,True,False,True,False,False,False,75.06333333333333,7.390913461538461,0.238095238095238
S1076,Maria,Williams,student76@university.com,21,94.73,70.72,58.48,71.25,59.09,92.8,68.09,66.8915,1,15.5,0,1,2,2,7,4.5,True,False,False,False,False,True,70.07166666666666,4.3155806451612895,1.5555555555555556
S1077,Maria,Davis,student77@university.com,20,50.58,89.85,63.17,68.0,86.77,78.3,50.7,67.27199999999999,1,13.4,1,1,2,2,2,7.6,False,True,True,False,False,False,72.79833333333333,5.020298507462686,0.2631578947368421
S1078,Omar,Johnson,student78@university.com,23,98.3,65.64,58.35,89.1,59.95,59.5,78.95,70.4535,2,24.7,1,0,1,0,4,5.3,False,True,True,False,False,False,68.58166666666666,2.852368421052632,0.7547169811320755
S1079,Maria,Smith,student79@university.com,24,73.68,65.34,75.69,87.27,80.84,90.6,57.24,71.60000000000001,2,23.7,1,1,1,0,4,7.7,False,True,False,False,True,False,76.16333333333334,3.0210970464135025,0.5194805194805194
S1080,Omar,Johnson,student80@university.com,22,89.91,55.2,59.96,95.26,63.98,60.0,60.55,65.12199999999999,1,14.0,0,1,1,1,5,6.6,True,False,True,False,False,False,65.825,4.651571428571428,0.7575757575757576
S1081,Maria,Johnson,student81@university.com,23,56.36,89.09,83.54,69.77,82.85,52.1,56.04,72.416,2,29.8,0,0,2,1,6,7.2,True,False,False,False,False,True,72.23166666666667,2.43006711409396,0.8333333333333333
S1082,Ahmed,Brown,student82@university.com,20,69.8,99.15,74.79,78.21,77.02,35.6,76.02,77.58949999999999,2,29.3,1,1,2,0,2,5.2,False,True,True,False,False,False,73.46499999999999,2.648105802047781,0.3846153846153846
S1083,Liam,Davis,student83@university.com,20,63.57,55.38,48.74,94.62,71.17,88.3,54.76,62.645,1,27.9,1,1,3,1,8,4.8,False,True,False,False,False,True,68.82833333333333,2.245340501792115,1.6666666666666667
S1084,Omar,Brown,student84@university.com,21,64.58,43.37,58.62,99.69,83.65,12.3,62.82,63.94,1,19.7,1,1,1,2,9,4.3,True,False,True,False,False,False,60.07500000000001,3.245685279187817,2.0930232558139537
S1085,John,Johnson,student85@university.com,20,56.16,88.93,53.29,98.46,70.79,47.400000000000006,72.59,72.657,2,15.3,0,0,3,1,3,8.1,True,False,False,True,False,False,71.91000000000001,4.748823529411764,0.3703703703703704
S1086,Emma,Johnson,student86@university.com,18,90.29,77.21,63.42,85.89,91.07,53.7,58.39,69.629,1,12.8,0,0,2,1,7,7.6,False,True,False,False,True,False,71.61333333333333,5.439765625,0.9210526315789476
S1088,Maria,Jones,student88@university.com,21,65.63,55.13,70.41,51.16,77.03,65.19999999999999,67.14,64.651,1,20.8,0,1,2,0,10,8.2,True,False,False,False,True,False,64.34499999999998,3.108221153846153,1.2195121951219514
S1089,Sara,Brown,student89@university.com,23,58.72,44.26,85.27,91.26,93.85,50.6,93.03,81.4695,3,18.8,1,1,0,2,4,8.2,True,False,False,False,False,True,76.37833333333333,4.333484042553192,0.4878048780487805
S1090,Liam,Johnson,student90@university.com,20,79.45,69.55,51.35,92.05,91.44,25.7,89.75,74.4315,2,20.7,0,1,3,1,1,4.7,True,False,False,False,True,False,69.97333333333333,3.59572463768116,0.2127659574468085
S1091,Maria,Williams,student91@university.com,22,62.71,45.13,96.79,87.32,76.59,85.7,99.64,85.901,3,19.4,1,0,1,2,5,7.6,True,False,True,False,False,False,81.86166666666666,4.427886597938144,0.6578947368421053
S1092,Sara,Davis,student92@university.com,24,62.95,55.71,60.57,64.0,53.42,65.8,76.45,64.666,1,8.4,0,0,1,0,6,5.5,True,False,True,False,False,False,62.65833333333333,7.698333333333332,1.0909090909090908
S1093,Emma,Davis,student93@university.com,22,74.42,47.56,58.01,81.99,78.3,85.8,78.77,69.68599999999999,1,22.4,1,0,2,1,5,6.3,True,False,False,True,False,False,71.73833333333333,3.110982142857143,0.7936507936507937
S1094,Emma,Williams,student94@university.com,22,82.63,53.45,81.11,65.81,67.76,27.6,97.33,75.5215,2,14.0,1,1,2,0,6,6.2,False,True,False,False,True,False,65.51,5.394392857142857,0.9677419354838708
S1095,Emma,Davis,student95@university.com,23,56.07,46.37,88.33,72.53,77.01,63.7,69.98,71.79750000000001,2,17.9,0,0,1,0,3,7.0,False,True,False,False,False,True,69.65333333333334,4.011033519553074,0.4285714285714285
S1096,Sara,Jones,student96@university.com,19,58.78,97.23,62.71,69.12,82.36,71.39999999999999,77.78,75.77,2,14.1,0,0,1,2,2,5.7,True,False,False,False,False,True,76.76666666666667,5.373758865248226,0.3508771929824561
S1098,Emma,Smith,student98@university.com,22,98.69,66.63,93.02,61.71,83.68,81.19999999999999,77.29,78.12100000000001,2,26.9,0,0,1,2,6,7.4,True,False,False,False,False,True,77.255,2.904126394052045,0.8108108108108107
S1099,Ahmed,Smith,student99@university.com,22,69.86,93.92,86.01,78.88,83.96,0.3,54.04,72.0455,2,8.7,1,1,2,2,10,8.8,False,True,True,False,False,False,66.185,8.28109195402299,1.1363636363636362
S1100,Omar,Smith,student100@university.com,19,79.95,80.64,42.05,68.05,55.46,59.5,89.19,68.094,1,19.6,0,1,3,1,6,7.3,False,True,True,False,False,False,65.81500000000001,3.4741836734693874,0.8219178082191781
S1101,Sara,Davis,student101@university.com,23,62.08,77.08,89.64,83.15,59.59,61.4,99.26,85.25150000000001,3,27.1,0,1,1,0,5,6.7,True,False,True,False,False,False,78.35333333333334,3.145811808118081,0.7462686567164178
S1102,Sara,Jones,student102@university.com,24,74.52,82.33,86.47,78.23,81.53,53.4,53.29,72.5115,2,10.5,0,0,2,0,2,4.8,False,True,False,True,False,False,72.54166666666667,6.905857142857142,0.4166666666666667
S1103,Maria,Jones,student103@university.com,22,53.71,89.73,80.16,96.2,70.41,63.0,90.05,85.1355,3,15.3,0,0,1,0,1,7.1,True,False,False,True,False,False,81.59166666666667,5.5644117647058815,0.1408450704225352
S1104,Sara,Jones,student104@university.com,21,51.74,92.66,85.6,55.08,88.14,16.7,62.09,71.837,2,14.4,0,1,1,0,10,7.1,True,False,True,False,False,False,66.71166666666666,4.988680555555556,1.4084507042253522
S1105,Sara,Williams,student105@university.com,23,73.44,78.56,98.77,61.03,56.25,68.5,59.88,72.645,2,7.2,0,0,2,0,6,7.1,True,False,True,False,False,False,70.49833333333333,10.089583333333332,0.8450704225352114
S1106,Emma,Jones,student106@university.com,24,69.93,93.4,65.87,88.32,59.58,33.6,84.67,76.7645,2,15.6,1,0,3,2,1,8.5,True,False,True,False,False,False,70.90666666666668,4.920801282051282,0.1176470588235294
S1107,Maria,Williams,student107@university.com,22,56.84,72.12,44.03,68.44,77.92,45.2,52.21,57.8065,0,17.0,1,1,3,1,1,7.6,True,False,False,False,False,True,59.98666666666666,3.4003823529411763,0.131578947368421
S1109,Omar,Smith,student109@university.com,19,99.65,92.8,42.79,75.17,63.32,47.400000000000006,50.07,59.616,0,17.2,0,0,1,0,1,5.6,True,False,True,False,False,False,61.925,3.466046511627907,0.1785714285714285
S1110,Liam,Davis,student110@university.com,24,69.78,72.49,57.66,82.61,70.42,62.2,77.72,71.148,2,7.3,1,1,3,2,2,5.4,False,True,False,False,True,False,70.51666666666667,9.746301369863014,0.3703703703703703
S1111,Omar,Smith,student111@university.com,21,81.23,94.37,75.21,52.24,51.75,83.80000000000001,73.1,72.08899999999998,2,27.3,0,1,1,2,1,5.0,True,False,False,False,True,False,71.745,2.64062271062271,0.2
S1112,Liam,Davis,student112@university.com,23,98.15,42.41,58.58,64.58,51.85,48.3,95.77,67.0245,1,21.3,1,0,3,0,7,7.9,False,True,False,False,True,False,60.24833333333333,3.1466901408450703,0.8860759493670886
S1114,Omar,Johnson,student114@university.com,18,73.18,96.87,89.32,76.01,78.84,48.8,56.3,75.476,2,25.7,0,1,1,0,4,5.7,True,False,True,False,False,False,74.35666666666667,2.936809338521401,0.7017543859649122
S1115,Maria,Brown,student115@university.com,21,86.87,54.98,65.23,51.77,93.19,68.89999999999999,67.73,65.403,1,14.0,1,1,1,2,4,4.7,False,True,False,False,True,False,66.96666666666667,4.671642857142857,0.851063829787234
S1116,Ali,Davis,student116@university.com,20,56.41,96.49,94.01,64.1,63.01,34.7,96.58,84.601,3,10.6,0,0,0,0,5,8.2,False,True,False,False,False,True,74.815,7.98122641509434,0.6097560975609757
S1117,Emma,Brown,student117@university.com,21,75.61,97.23,44.79,81.96,51.7,41.4,86.27,71.197,2,11.3,0,1,1,0,9,5.9,True,False,False,False,False,True,67.225,6.3006194690265485,1.5254237288135593
S1118,Liam,Brown,student118@university.com,24,63.95,92.93,90.41,59.97,85.43,56.3,79.71,80.8085,3,19.9,1,1,1,0,5,4.9,False,True,False,False,True,False,77.45833333333333,4.0607286432160805,1.020408163265306
S1120,Liam,Davis,student120@university.com,24,71.31,78.82,59.32,83.83,56.91,20.9,69.9,66.93350000000001,1,6.5,1,0,1,1,2,8.6,True,False,False,False,False,True,61.61333333333332,10.29746153846154,0.2325581395348837
S1121,Ahmed,Johnson,student121@university.com,20,56.55,92.18,57.92,73.57,69.29,14.0,79.26,70.74950000000001,2,20.7,1,0,1,0,8,4.7,False,True,False,False,False,True,64.37,3.4178502415458945,1.702127659574468
S1122,Sara,Brown,student122@university.com,21,84.95,86.55,58.31,95.78,57.94,35.3,88.58,76.06,2,29.5,1,0,3,1,8,5.8,False,True,False,False,True,False,70.41000000000001,2.5783050847457627,1.3793103448275863
S1123,Omar,Davis,student123@university.com,19,72.81,77.81,88.68,69.59,55.32,4.8,56.38,66.96600000000001,1,17.1,0,1,2,1,9,7.2,False,True,False,False,True,False,58.76333333333334,3.916140350877193,1.25
S1124,Ahmed,Brown,student124@university.com,21,76.56,98.94,89.9,61.75,82.41,58.3,98.49,87.2815,3,15.3,1,0,1,2,4,6.0,False,True,True,False,False,False,81.63166666666667,5.704673202614378,0.6666666666666666
S1125,Liam,Jones,student125@university.com,24,57.32,81.14,59.78,83.07,98.38,17.6,61.97,68.8855,1,28.7,0,1,1,0,3,6.4,True,False,False,False,False,True,66.99000000000001,2.400191637630662,0.46875
S1126,Sara,Davis,student126@university.com,21,56.99,98.53,75.56,78.66,83.91,37.7,72.39,77.4615,2,11.0,0,1,2,0,10,8.0,False,True,False,False,True,False,74.45833333333333,7.041954545454545,1.25
S1127,Ali,Davis,student127@university.com,20,79.17,43.44,48.34,66.76,99.24,26.9,51.14,55.226,0,11.0,0,0,3,1,6,9.0,False,True,False,False,True,False,55.97,5.020545454545455,0.6666666666666666
S1128,Maria,Brown,student128@university.com,18,99.25,48.34,68.13,67.18,71.72,63.0,77.52,67.93849999999999,1,27.6,1,0,0,1,1,6.3,False,True,True,False,False,False,65.98166666666667,2.461539855072463,0.1587301587301587
S1129,Maria,Jones,student129@university.com,20,54.81,67.09,99.93,69.91,94.89,85.0,69.09,79.9985,2,21.2,1,0,1,1,6,5.9,False,True,False,False,False,True,80.985,3.773514150943397,1.0169491525423728
